raw_text,aspectTerms
Delicious food at a great price but do not go here on a cold day and sit by the front door .,"[{'term':'food', 'polarity':'positive'}]"
Delicious food at a great price but do not go here on a cold day and sit by the front door .,"[{'term':'price', 'polarity':'positive'}]"
Delicious food at a great price but do not go here on a cold day and sit by the front door .,"[{'term':'front door', 'polarity':'none'}]"
"my picks : Guizhou chicken , fish with hot bean source , fish fillet in spicy source -LRB- special menu -RRB- .","[{'term':'Guizhou chicken', 'polarity':'positive'}]"
"my picks : Guizhou chicken , fish with hot bean source , fish fillet in spicy source -LRB- special menu -RRB- .","[{'term':'fish with hot bean source', 'polarity':'positive'}]"
"my picks : Guizhou chicken , fish with hot bean source , fish fillet in spicy source -LRB- special menu -RRB- .","[{'term':'fish fillet in spicy source', 'polarity':'positive'}]"
"my picks : Guizhou chicken , fish with hot bean source , fish fillet in spicy source -LRB- special menu -RRB- .","[{'term':'special menu', 'polarity':'positive'}]"
"Overall , I 'm still impressed that the place even exists and the prices are quite decent but then again , its Chinatown .","[{'term':'prices', 'polarity':'positive'}]"
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .","[{'term':'open kitchen', 'polarity':'positive'}]"
Pizza was a little soggy .,"[{'term':'Pizza', 'polarity':'negative'}]"
"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[{'term':'food', 'polarity':'positive'}]"
"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[{'term':'bhelpuri', 'polarity':'positive'}]"
"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[{'term':'sevpuri', 'polarity':'positive'}]"
"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[{'term':'samosa chaats', 'polarity':'positive'}]"
"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[{'term':'indian appetizers', 'polarity':'positive'}]"
"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[{'term':'bombay style chaat', 'polarity':'positive'}]"
The Singapore Mai Fun had NO curry flavor whatsoever .,"[{'term':'Singapore Mai Fun', 'polarity':'negative'}]"
The Singapore Mai Fun had NO curry flavor whatsoever .,"[{'term':'curry flavor', 'polarity':'negative'}]"
The only problem is that the manager is a complete incompetent .,"[{'term':'manager', 'polarity':'negative'}]"
The wine list is interesting and has many good values .,"[{'term':'wine list', 'polarity':'positive'}]"
I 'm still mad that i had to pay for lousy food .,"[{'term':'food', 'polarity':'negative'}]"
This restaurant used to be our regular Thursday night dinner location .,"[{'term':'dinner location', 'polarity':'none'}]"
Definite go if you 're used to good Indian restaurant food from abroad .,"[{'term':'Indian restaurant food', 'polarity':'positive'}]"
"THR AT MOSHPHERE IS COMPACT , MODERN , YET COZY .","[{'term':'AT MOSHPHERE', 'polarity':'positive'}]"
"By far , the best pizza in Manhattan .","[{'term':'pizza', 'polarity':'positive'}]"
"Decent Thai food in cute - though a bit dank - little Nolita hangout , BUT service terrible .","[{'term':'Thai food', 'polarity':'positive'}]"
"Decent Thai food in cute - though a bit dank - little Nolita hangout , BUT service terrible .","[{'term':'service', 'polarity':'negative'}]"
The waiter actually poured water on my hand and walked away .,"[{'term':'waiter', 'polarity':'negative'}]"
The waiter actually poured water on my hand and walked away .,"[{'term':'water', 'polarity':'none'}]"
"The food is mostly made from scratch , fresh and well prepared .","[{'term':'food', 'polarity':'positive'}]"
"Worse of all , $ 60 was erroneously added to our $ 80 bill .","[{'term':'bill', 'polarity':'negative'}]"
"NO more reservations , expensive tips and annoying stuff .","[{'term':'reservations', 'polarity':'positive'}]"
"NO more reservations , expensive tips and annoying stuff .","[{'term':'tips', 'polarity':'positive'}]"
"NO more reservations , expensive tips and annoying stuff .","[{'term':'stuff', 'polarity':'positive'}]"
Try the sea bass .,"[{'term':'sea bass', 'polarity':'positive'}]"
$ 20 gets you unlimited sushi of a very high quality - I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to .,"[{'term':'sushi', 'polarity':'positive'}]"
$ 20 gets you unlimited sushi of a very high quality - I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to .,"[{'term':'sushi places', 'polarity':'positive'}]"
$ 20 gets you unlimited sushi of a very high quality - I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to .,"[{'term':'quality', 'polarity':'positive'}]"
Sushi was n't anything spectacular for the price .,"[{'term':'Sushi', 'polarity':'none'}]"
Sushi was n't anything spectacular for the price .,"[{'term':'price', 'polarity':'negative'}]"
"During our meal , the management came over and checked on us and even bought us a round of drinks .","[{'term':'management', 'polarity':'positive'}]"
"During our meal , the management came over and checked on us and even bought us a round of drinks .","[{'term':'meal', 'polarity':'none'}]"
"During our meal , the management came over and checked on us and even bought us a round of drinks .","[{'term':'round of drinks', 'polarity':'none'}]"
"But they do n't have a toaster , which is strange .","[{'term':'toaster', 'polarity':'negative'}]"
"So , for good food i 'd recommend it , but not for a fun night out .","[{'term':'food', 'polarity':'positive'}]"
The menu choices are similar but the taste lacked more flavor than it looked .,"[{'term':'taste', 'polarity':'negative'}]"
The menu choices are similar but the taste lacked more flavor than it looked .,"[{'term':'menu choices', 'polarity':'none'}]"
The menu choices are similar but the taste lacked more flavor than it looked .,"[{'term':'flavor', 'polarity':'negative'}]"
A must for all the Dosa lovers .,"[{'term':'Dosa', 'polarity':'positive'}]"
"The portions are HUGE , so it might be good to order three things to split -LRB- rather than one appetizer and entree per person -RRB- for two people .","[{'term':'portions', 'polarity':'positive'}]"
"The portions are HUGE , so it might be good to order three things to split -LRB- rather than one appetizer and entree per person -RRB- for two people .","[{'term':'appetizer', 'polarity':'none'}]"
"The portions are HUGE , so it might be good to order three things to split -LRB- rather than one appetizer and entree per person -RRB- for two people .","[{'term':'entree', 'polarity':'none'}]"
The appetizers are just OK and the main courses were decidedly subpar .,"[{'term':'appetizers', 'polarity':'none'}]"
The appetizers are just OK and the main courses were decidedly subpar .,"[{'term':'main courses', 'polarity':'negative'}]"
Someone else recommended the dessert - we also left that .,"[{'term':'dessert', 'polarity':'negative'}]"
The exotic food is beautifully presented and is a delight in delicious combinations .,"[{'term':'exotic food', 'polarity':'positive'}]"
The staff is very attentive and we can almost always get a table .,"[{'term':'staff', 'polarity':'positive'}]"
The staff is very attentive and we can almost always get a table .,"[{'term':'table', 'polarity':'positive'}]"
"Try the mediterranean salad , it is a true experience for your taste buds !!","[{'term':'mediterranean salad', 'polarity':'positive'}]"
People are always friendly .,"[{'term':'People', 'polarity':'positive'}]"
The cream cheeses are out of this world and I love that coffee !!,"[{'term':'cream cheeses', 'polarity':'positive'}]"
The cream cheeses are out of this world and I love that coffee !!,"[{'term':'coffee', 'polarity':'positive'}]"
"From the entrees to the sides to the drinks , everything was creatively prepared yet still simple .","[{'term':'entrees', 'polarity':'positive'}]"
"From the entrees to the sides to the drinks , everything was creatively prepared yet still simple .","[{'term':'sides', 'polarity':'positive'}]"
"From the entrees to the sides to the drinks , everything was creatively prepared yet still simple .","[{'term':'drinks', 'polarity':'positive'}]"
Service was prompt and courteous .,"[{'term':'Service', 'polarity':'positive'}]"
It was not above ordinary and the beef version had cheap -LRB- undercooked -RRB- beef .,"[{'term':'beef version', 'polarity':'negative'}]"
It was not above ordinary and the beef version had cheap -LRB- undercooked -RRB- beef .,"[{'term':'beef', 'polarity':'negative'}]"
"Chance is a small cozy restaurant , with a romantic feel to it , the decor is great .","[{'term':'decor', 'polarity':'positive'}]"
"It was nice and fresh , but I ca n't give it high scores on being authentic thai .","[{'term':'thai', 'polarity':'negative'}]"
"Got club soda , filled with ice , no lime .","[{'term':'club soda , filled with ice , no lime', 'polarity':'none'}]"
"Only wine and beer are served , but the house varities are actually quite good .","[{'term':'wine', 'polarity':'none'}]"
"Only wine and beer are served , but the house varities are actually quite good .","[{'term':'beer', 'polarity':'none'}]"
"Only wine and beer are served , but the house varities are actually quite good .","[{'term':'house varities', 'polarity':'positive'}]"
"Only wine and beer are served , but the house varities are actually quite good .","[{'term':'served', 'polarity':'negative'}]"
This place must have cost the owners afortune to build .,"[{'term':'owners', 'polarity':'none'}]"
This place must have cost the owners afortune to build .,"[{'term':'cost', 'polarity':'negative'}]"
"Oh , and the complimentary pudding dessert was just enough - yummy !","[{'term':'pudding dessert', 'polarity':'positive'}]"
we split a tasty vegetable samosa and the malai tikka wrap .,"[{'term':'vegetable samosa', 'polarity':'positive'}]"
we split a tasty vegetable samosa and the malai tikka wrap .,"[{'term':'malai tikka wrap', 'polarity':'positive'}]"
Knowledge of the chef and the waitress are below average .,"[{'term':'chef', 'polarity':'negative'}]"
Knowledge of the chef and the waitress are below average .,"[{'term':'waitress', 'polarity':'negative'}]"
We were walking around the village and went into this place just for some drinks .,"[{'term':'drinks', 'polarity':'none'}]"
Decent wine selection too .,"[{'term':'wine selection', 'polarity':'positive'}]"
"It saves walking in and waiting for a table in the often noisy , crowded bar at dinnertime .","[{'term':'bar', 'polarity':'negative'}]"
"It saves walking in and waiting for a table in the often noisy , crowded bar at dinnertime .","[{'term':'waiting', 'polarity':'negative'}]"
"It saves walking in and waiting for a table in the often noisy , crowded bar at dinnertime .","[{'term':'table', 'polarity':'negative'}]"
I have to say I have never had a disapointing meal here .,"[{'term':'meal', 'polarity':'positive'}]"
Mine was a little burnt but still delicious with goat cheese and panchetta -LRB- raddichio was kind of bitter though -RRB- .,"[{'term':'goat cheese', 'polarity':'positive'}]"
Mine was a little burnt but still delicious with goat cheese and panchetta -LRB- raddichio was kind of bitter though -RRB- .,"[{'term':'panchetta', 'polarity':'positive'}]"
Mine was a little burnt but still delicious with goat cheese and panchetta -LRB- raddichio was kind of bitter though -RRB- .,"[{'term':'raddichio', 'polarity':'negative'}]"
"Disappointing food , lousy service .","[{'term':'food', 'polarity':'negative'}]"
"Disappointing food , lousy service .","[{'term':'service', 'polarity':'negative'}]"
"If you want a casual neighborhood bistro that has great food and excellent service , this is the place .","[{'term':'food', 'polarity':'positive'}]"
"If you want a casual neighborhood bistro that has great food and excellent service , this is the place .","[{'term':'service', 'polarity':'positive'}]"
great place to go for a drink too because they have 100 kinds of beer .,"[{'term':'kinds of beer', 'polarity':'positive'}]"
great place to go for a drink too because they have 100 kinds of beer .,"[{'term':'drink', 'polarity':'none'}]"
"Over price , and small portions .","[{'term':'price', 'polarity':'negative'}]"
"Over price , and small portions .","[{'term':'portions', 'polarity':'negative'}]"
"Meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .","[{'term':'bartender', 'polarity':'positive'}]"
"Meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .","[{'term':'champagne', 'polarity':'none'}]"
"Meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .","[{'term':'turnip soup with pureed basil', 'polarity':'positive'}]"
The food was well prepared and the service impecable .,"[{'term':'food', 'polarity':'positive'}]"
The food was well prepared and the service impecable .,"[{'term':'service', 'polarity':'positive'}]"
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .","[{'term':'dish', 'polarity':'positive'}]"
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .","[{'term':'Thai spiced curry noodles with shrimp', 'polarity':'positive'}]"
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .","[{'term':'dish', 'polarity':'positive'}]"
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .","[{'term':'cost', 'polarity':'positive'}]"
"Good , dark atmosphere and the music is a nice touch .","[{'term':'atmosphere', 'polarity':'positive'}]"
"Good , dark atmosphere and the music is a nice touch .","[{'term':'music', 'polarity':'positive'}]"
"My husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .","[{'term':'portions', 'polarity':'negative'}]"
"My husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .","[{'term':'portion', 'polarity':'positive'}]"
"My husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .","[{'term':'main course', 'polarity':'negative'}]"
But the thai is definitely not great -- bland and indistinguished .,"[{'term':'thai', 'polarity':'negative'}]"
"Great for groups , great for a date , great for early brunch or a nightcap .","[{'term':'brunch', 'polarity':'positive'}]"
"Great for groups , great for a date , great for early brunch or a nightcap .","[{'term':'nightcap', 'polarity':'positive'}]"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,"[{'term':'food suggestions', 'polarity':'positive'}]"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,"[{'term':'server', 'polarity':'positive'}]"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,"[{'term':'sommelier', 'polarity':'positive'}]"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,"[{'term':'fromager', 'polarity':'positive'}]"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,"[{'term':'wine', 'polarity':'none'}]"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,"[{'term':'cheese', 'polarity':'none'}]"
"Because we did n't have a reservation , we could only sit in the back garden , but it was great , secluded and perfect in nice weather .","[{'term':'back garden', 'polarity':'positive'}]"
"Because we did n't have a reservation , we could only sit in the back garden , but it was great , secluded and perfect in nice weather .","[{'term':'reservation', 'polarity':'negative'}]"
Stuffing yourself with Japanese food is a rare thing .,"[{'term':'Japanese food', 'polarity':'none'}]"
While the food was good -LRB- certainly no Il Mulino -RRB- the service was horrendous .,"[{'term':'food', 'polarity':'positive'}]"
While the food was good -LRB- certainly no Il Mulino -RRB- the service was horrendous .,"[{'term':'service', 'polarity':'negative'}]"
Service is not what one would expect from a joint in this price category .,"[{'term':'Service', 'polarity':'negative'}]"
Service is not what one would expect from a joint in this price category .,"[{'term':'price category', 'polarity':'negative'}]"
Our family never expected such incredible entertainment in a restaurant .,"[{'term':'entertainment', 'polarity':'positive'}]"
i would recommend reservations on weekends though .,"[{'term':'reservations', 'polarity':'none'}]"
Great pizza for lunch place .,"[{'term':'pizza', 'polarity':'positive'}]"
The food was very expensive -LRB- we spent $ 160 for lunch for two -RRB- but extremely tasty .,"[{'term':'lunch', 'polarity':'negative'}]"
We were a group of 8 and well seved .,"[{'term':'seved', 'polarity':'positive'}]"
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .","[{'term':'signs', 'polarity':'positive'}]"
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .","[{'term':'specials menus', 'polarity':'positive'}]"
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .","[{'term':'food', 'polarity':'positive'}]"
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .","[{'term':'waitstaff', 'polarity':'positive'}]"
"I LOVE their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .","[{'term':'scallop roll', 'polarity':'positive'}]"
"I LOVE their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .","[{'term':'sesame chicken', 'polarity':'positive'}]"
"I 'm no food critic , but I 'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years .","[{'term':'food', 'polarity':'none'}]"
I noted it was crossed off on the bill .,"[{'term':'bill', 'polarity':'none'}]"
Best dish is nori-wrapped tuna .,"[{'term':'nori-wrapped tuna', 'polarity':'positive'}]"
Best dish is nori-wrapped tuna .,"[{'term':'dish', 'polarity':'positive'}]"
The food was absolutely amazing !!,"[{'term':'food', 'polarity':'positive'}]"
Some servers make you feel like they are doing you a favor to bring you the food .,"[{'term':'servers', 'polarity':'negative'}]"
Some servers make you feel like they are doing you a favor to bring you the food .,"[{'term':'food', 'polarity':'none'}]"
"An excellent alternative to fast food joints and ordering in but , the food was slightly disappointing .","[{'term':'fast food', 'polarity':'negative'}]"
"An excellent alternative to fast food joints and ordering in but , the food was slightly disappointing .","[{'term':'food', 'polarity':'negative'}]"
Mermaid Inn is an overall good restaurant with really good seafood .,"[{'term':'seafood', 'polarity':'positive'}]"
The staff is also attentive and friendly .,"[{'term':'staff', 'polarity':'positive'}]"
The all you can eat deal is truly amazing here .,"[{'term':'all you can eat deal', 'polarity':'positive'}]"
"That is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .","[{'term':'dish', 'polarity':'negative'}]"
"That is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .","[{'term':'taste', 'polarity':'none'}]"
"That is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .","[{'term':'dishes', 'polarity':'negative'}]"
They were such a rip-off -LRB- $ 8.95 for four small meat patties in steamed buns -RRB- and not worth trying .,"[{'term':'meat patties in steamed buns', 'polarity':'negative'}]"
All of the pizzas are terrific and the price is even better !,"[{'term':'pizzas', 'polarity':'positive'}]"
All of the pizzas are terrific and the price is even better !,"[{'term':'price', 'polarity':'positive'}]"
"It is about FOOD and Ambiance , and imagine how dreadful it will be it we only had to listen to an idle engine .","[{'term':'FOOD', 'polarity':'negative'}]"
"It is about FOOD and Ambiance , and imagine how dreadful it will be it we only had to listen to an idle engine .","[{'term':'Ambiance', 'polarity':'negative'}]"
The food was good too .,"[{'term':'food', 'polarity':'positive'}]"
"Immediately after we paid , the waiter took the money and said , okay , you guys are outta here .","[{'term':'waiter', 'polarity':'negative'}]"
The dining room is quietly elegant with no music to shout over -- how refreshing !,"[{'term':'dining room', 'polarity':'positive'}]"
The dining room is quietly elegant with no music to shout over -- how refreshing !,"[{'term':'music', 'polarity':'positive'}]"
"Admittedly , this is not the place for gigantic pieces of fish overflowing the plate -LRB- and thank goodness , in my opinion -RRB- but for simple , elegant sushi there is no better place in New York or anywhere in the US .","[{'term':'sushi', 'polarity':'positive'}]"
"Admittedly , this is not the place for gigantic pieces of fish overflowing the plate -LRB- and thank goodness , in my opinion -RRB- but for simple , elegant sushi there is no better place in New York or anywhere in the US .","[{'term':'fish', 'polarity':'none'}]"
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them .,"[{'term':'menu', 'polarity':'positive'}]"
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them .,"[{'term':'variety of dishes', 'polarity':'positive'}]"
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them .,"[{'term':'seafood', 'polarity':'positive'}]"
The white bean brushetta to start was incredible and the pasta was phenomenal .,"[{'term':'white bean brushetta', 'polarity':'positive'}]"
The white bean brushetta to start was incredible and the pasta was phenomenal .,"[{'term':'pasta', 'polarity':'positive'}]"
The rest of the menu is limited by everything is good eats .,"[{'term':'eats', 'polarity':'positive'}]"
The menu is nothing like the one on the website .,"[{'term':'menu', 'polarity':'negative'}]"
"Great food , great lay out and awesome service .","[{'term':'food', 'polarity':'positive'}]"
"Great food , great lay out and awesome service .","[{'term':'lay out', 'polarity':'positive'}]"
"Great food , great lay out and awesome service .","[{'term':'service', 'polarity':'positive'}]"
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,"[{'term':'cart attendant', 'polarity':'negative'}]"
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,"[{'term':'lotus leaf wrapped rice', 'polarity':'none'}]"
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,"[{'term':'rice', 'polarity':'none'}]"
We walked in on a Wednesday night and were seated promptly .,"[{'term':'seated', 'polarity':'positive'}]"
"The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .","[{'term':'wait staff', 'polarity':'positive'}]"
"The waitstaff are all very busy , it 's not outstanding service , but I 've never been dealt with rudely .","[{'term':'waitstaff', 'polarity':'negative'}]"
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,"[{'term':'food', 'polarity':'positive'}]"
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,"[{'term':'feel', 'polarity':'positive'}]"
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,"[{'term':'taste', 'polarity':'positive'}]"
"They have it all -- great price , food , and service .","[{'term':'price', 'polarity':'positive'}]"
"They have it all -- great price , food , and service .","[{'term':'food', 'polarity':'positive'}]"
"They have it all -- great price , food , and service .","[{'term':'service', 'polarity':'positive'}]"
"The flavors are great , and the menu is extensive .","[{'term':'flavors', 'polarity':'positive'}]"
"The flavors are great , and the menu is extensive .","[{'term':'menu', 'polarity':'positive'}]"
"The food was amazing , the service was so attentive and personable , and how about that ambience !","[{'term':'food', 'polarity':'positive'}]"
"The food was amazing , the service was so attentive and personable , and how about that ambience !","[{'term':'service', 'polarity':'positive'}]"
"The food was amazing , the service was so attentive and personable , and how about that ambience !","[{'term':'ambience', 'polarity':'positive'}]"
"This place has the best interior I have seen anywhere in the northside of W'burg , and will impress whoever you bring there .","[{'term':'interior', 'polarity':'positive'}]"
"This place has the best interior I have seen anywhere in the northside of W'burg , and will impress whoever you bring there .","[{'term':'place', 'polarity':'positive'}]"
The food has been consistant for years and it never lets you down .,"[{'term':'food', 'polarity':'positive'}]"
I found the variety of the sashimi plate to be satisfying - fresh and yummy .,"[{'term':'sashimi plate', 'polarity':'positive'}]"
"And forget what you read under me , the atmosphere is n't that bad either .","[{'term':'atmosphere', 'polarity':'none'}]"
"We could n't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .","[{'term':'waitress', 'polarity':'negative'}]"
"We could n't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .","[{'term':'servants', 'polarity':'negative'}]"
sometimes i get good food and ok service .,"[{'term':'food', 'polarity':'positive'}]"
sometimes i get good food and ok service .,"[{'term':'service', 'polarity':'none'}]"
"It 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .","[{'term':'food', 'polarity':'none'}]"
"It 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .","[{'term':'noise', 'polarity':'negative'}]"
"After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .","[{'term':'chicken dish', 'polarity':'negative'}]"
"After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .","[{'term':'manager', 'polarity':'negative'}]"
"After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .","[{'term':'dish', 'polarity':'none'}]"
The food was spicy and delicious .,"[{'term':'food', 'polarity':'positive'}]"
Went for a late weekday lunch .,"[{'term':'lunch', 'polarity':'none'}]"
Bartender was unable to tear himself away from friends at bar .,"[{'term':'Bartender', 'polarity':'negative'}]"
Bartender was unable to tear himself away from friends at bar .,"[{'term':'bar', 'polarity':'none'}]"
"Anyways , if you 're in the neighborhood to eat good food , I would n't waste my time trying to find something , rather go across the street to Tamari .","[{'term':'food', 'polarity':'positive'}]"
Dahkin also offers prix fixe lunch and buffet .,"[{'term':'prix fixe lunch', 'polarity':'positive'}]"
Dahkin also offers prix fixe lunch and buffet .,"[{'term':'buffet', 'polarity':'positive'}]"
This was my frist time at Cafe St. Bart 's and I must say how delicous the food and the service was .,"[{'term':'food', 'polarity':'positive'}]"
This was my frist time at Cafe St. Bart 's and I must say how delicous the food and the service was .,"[{'term':'service', 'polarity':'positive'}]"
Went on a double date with friend and his girlfriend for a few drinks and appetizers .,"[{'term':'drinks', 'polarity':'none'}]"
Went on a double date with friend and his girlfriend for a few drinks and appetizers .,"[{'term':'appetizers', 'polarity':'none'}]"
Great place to grab a hot bagel on the way to work .,"[{'term':'hot bagel', 'polarity':'positive'}]"
"It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .","[{'term':'chicken', 'polarity':'negative'}]"
"It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .","[{'term':'oil', 'polarity':'none'}]"
"It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .","[{'term':'pepper powder', 'polarity':'none'}]"
"It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .","[{'term':'sauce', 'polarity':'negative'}]"
"One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .","[{'term':'waiter', 'polarity':'negative'}]"
"One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .","[{'term':'drinks', 'polarity':'none'}]"
"We actually gave 10 % tip -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .","[{'term':'food', 'polarity':'none'}]"
"We actually gave 10 % tip -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .","[{'term':'service', 'polarity':'none'}]"
"We actually gave 10 % tip -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .","[{'term':'tip', 'polarity':'negative'}]"
We were looking forward to nice glass of Sangria when we arrived .,"[{'term':'glass of Sangria', 'polarity':'positive'}]"
I would highly recommand requesting a table by the window .,"[{'term':'table by the window', 'polarity':'positive'}]"
"While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .","[{'term':'food', 'polarity':'positive'}]"
"While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .","[{'term':'service', 'polarity':'negative'}]"
"While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .","[{'term':'waiter', 'polarity':'negative'}]"
"While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .","[{'term':'service', 'polarity':'negative'}]"
"The service , however , was a bright flower in a garden .","[{'term':'service', 'polarity':'positive'}]"
We 've been to Grocery three times and not once has an item on the menu disappointed .,"[{'term':'menu', 'polarity':'positive'}]"
"The food is very good too but for the most part , it 's just regular food , nothing special .","[{'term':'food', 'polarity':'positive'}]"
"The food is very good too but for the most part , it 's just regular food , nothing special .","[{'term':'food', 'polarity':'none'}]"
A touch more jalapeno heat for contrast and it would have been very good indeed .,"[{'term':'jalapeno', 'polarity':'positive'}]"
Tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite dishes .,"[{'term':'pad see ew', 'polarity':'none'}]"
Tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite dishes .,"[{'term':'dishes', 'polarity':'positive'}]"
"We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .","[{'term':'back patio', 'polarity':'positive'}]"
"We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .","[{'term':'music', 'polarity':'positive'}]"
The location is perfect .,"[{'term':'location', 'polarity':'positive'}]"
"Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .","[{'term':'Guacamole + shrimp appetizer', 'polarity':'positive'}]"
"Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .","[{'term':'filet', 'polarity':'positive'}]"
